,unidad_academica,carrera,nro_inscripcion,regular,cnt_readmisiones,calidad,fecha_ingreso_alumno,anio_plan_estudios
398,FCEQN,172,FCEQN-5925,S,0,A,12/04/2011,2005
399,FCEQN,104,FCEQN-5885,S,0,A,12/03/2011,2011
400,FCEQN,104,FCEQN-6009,S,0,A,12/07/2011,2011
401,FCEQN,106,FCEQN-6469,S,0,A,04/14/2012,2012
402,FCEQN,172,FCEQN-6414,S,0,A,02/14/2012,2005
403,FCEQN,104,FCEQN-6470,S,0,A,04/14/2012,2011
404,FCEQN,106,FCEQN-6471,S,0,A,04/15/2012,2012
405,FCEQN,101,FCEQN-6310,S,0,A,01/29/2012,2007
406,FCEQN,104,FCEQN-6285,S,0,A,12/19/2011,2011
407,FCEQN,147,FCEQN-6350,S,0,A,02/06/2012,2000
408,FCEQN,106,FCEQN-6313,S,0,A,01/30/2012,2012
409,FCEQN,101,FCEQN-5751,S,0,A,04/15/2012,2007
410,FCEQN,172,FCEQN-5819,S,0,A,11/27/2011,2005
411,FCEQN,102,FCEQN-6246,S,0,A,12/14/2011,2011
412,FCEQN,147,FCEQN-6472,S,0,A,04/15/2012,2000
413,FCEQN,104,FCEQN-6045,S,0,A,12/11/2011,2011
414,FCEQN,104,FCEQN-6307,S,0,A,12/27/2011,2011
415,FCEQN,147,FCEQN-5973,S,0,A,12/06/2011,2000
416,FCEQN,147,FCEQN-6234,S,0,A,12/14/2011,2000
417,FCEQN,147,FCEQN-6203,S,0,A,12/14/2011,2000
418,FCEQN,172,FCEQN-6370,S,0,A,02/07/2012,2005
419,FCEQN,147,FCEQN-6314,S,0,A,01/30/2012,2000
420,FCEQN,172,FCEQN-5974,S,0,A,12/06/2011,2005
421,FCEQN,102,FCEQN-6117,S,0,A,12/13/2011,2011
422,FCEQN,172,FCEQN-5953,S,0,A,12/05/2011,2005
423,FCEQN,147,FCEQN-6475,S,0,A,04/15/2012,2000
424,FCEQN,104,FCEQN-5904,S,0,A,12/04/2011,2011
425,FCEQN,104,FCEQN-5999,S,0,A,12/07/2011,2011
426,FCEQN,172,FCEQN-5938,S,0,A,12/05/2011,2005
427,FCEQN,147,FCEQN-5959,S,0,A,12/06/2011,2000
428,FCEQN,170,FCEQN-6018,S,0,A,12/07/2011,2005
429,FCEQN,147,FCEQN-6256,S,0,A,12/14/2011,2000
430,FCEQN,104,FCEQN-6056,S,0,A,12/11/2011,2011
431,FCEQN,143,FCEQN-5695,S,0,A,04/09/2012,2008
432,FCEQN,147,FCEQN-6236,S,0,A,12/14/2011,2000
433,FCEQN,147,FCEQN-6231,S,0,A,12/14/2011,2000
434,FCEQN,143,FCEQN-5997,S,0,A,12/07/2011,2008
435,FCEQN,102,FCEQN-6227,S,0,A,04/09/2012,2011
436,FCEQN,104,FCEQN-6100,S,0,A,12/12/2011,2011
437,FCEQN,102,FCEQN-6214,S,0,A,12/14/2011,2011
438,FCEQN,147,FCEQN-6059,S,0,A,12/11/2011,2000
439,FCEQN,172,FCEQN-6243,S,0,A,12/14/2011,2005
440,FCEQN,172,FCEQN-5964,S,0,A,12/06/2011,2005
441,FCEQN,104,FCEQN-6373,S,0,A,02/07/2012,2011
442,FCEQN,104,FCEQN-6034,S,0,A,12/11/2011,2011
443,FCEQN,101,FCEQN-5939,S,0,A,12/05/2011,2007
444,FCEQN,172,FCEQN-6080,S,0,A,12/12/2011,2005
445,FCEQN,147,FCEQN-6039,S,0,A,12/11/2011,2000
446,FCEQN,147,FCEQN-5854,S,0,A,11/29/2011,2000
447,FCEQN,101,FCEQN-6323,S,0,A,04/11/2012,2007
448,FCEQN,106,FCEQN-6479,S,0,A,04/17/2012,2012
449,FCEQN,104,FCEQN-5841,S,0,A,11/28/2011,2011
450,FCEQN,106,FCEQN-6476,S,0,A,04/17/2012,2012
451,FCEQN,106,FCEQN-6121,S,0,A,12/13/2011,2012
452,FCEQN,104,FCEQN-6029,S,0,A,12/11/2011,2011
453,FCEQN,104,FCEQN-5931,S,0,A,12/05/2011,2011
454,FCEQN,101,FCEQN-6188,S,0,A,12/14/2011,2007
455,FCEQN,172,FCEQN-6379,S,0,A,02/07/2012,2005
456,FCEQN,147,FCEQN-6394,S,0,A,02/11/2012,2000
457,FCEQN,147,FCEQN-6126,S,0,A,12/13/2011,2000
458,FCEQN,147,FCEQN-5820,S,0,A,11/27/2011,2000
459,FCEQN,147,FCEQN-5875,S,0,A,12/03/2011,2000
460,FCEQN,104,FCEQN-5881,S,0,A,12/03/2011,2011
461,FCEQN,104,FCEQN-6208,S,0,A,12/14/2011,2011
462,FCEQN,147,FCEQN-6181,S,0,A,12/14/2011,2000
463,FCEQN,101,FCEQN-5821,S,0,A,11/27/2011,2007
464,FCEQN,101,FCEQN-5956,S,0,A,12/05/2011,2007
465,FCEQN,101,FCEQN-6172,S,0,A,12/13/2011,2007
466,FCEQN,101,FCEQN-6092,S,0,A,12/12/2011,2007
467,FCEQN,102,FCEQN-6190,S,0,A,12/14/2011,2011
468,FCEQN,143,FCEQN-6253,S,0,A,12/14/2011,2008
469,FCEQN,172,FCEQN-6477,S,0,A,04/17/2012,2005
470,FCEQN,102,FCEQN-5987,S,0,A,12/07/2011,2011
471,FCEQN,104,FCEQN-6259,S,0,A,12/17/2011,2011
472,FCEQN,143,FCEQN-6096,S,0,A,12/12/2011,2008
473,FCEQN,143,FCEQN-5980,S,0,A,12/06/2011,2008
474,FCEQN,147,FCEQN-6054,S,0,A,12/11/2011,2000
475,FCEQN,143,FCEQN-6134,S,0,A,12/13/2011,2008
476,FCEQN,147,FCEQN-6075,S,0,A,12/12/2011,2000
477,FCEQN,104,FCEQN-5855,S,0,A,11/29/2011,2011
478,FCEQN,147,FCEQN-6085,S,0,A,12/12/2011,2000
479,FCEQN,147,FCEQN-6252,S,0,A,12/14/2011,2000
480,FCEQN,147,FCEQN-6128,S,0,A,12/13/2011,2000
481,FCEQN,101,FCEQN-5986,S,0,A,12/07/2011,2007
482,FCEQN,147,FCEQN-6156,S,0,A,12/13/2011,2000
483,FCEQN,172,FCEQN-6124,S,0,A,12/13/2011,2005
484,FCEQN,172,FCEQN-6161,S,0,A,12/13/2011,2005
485,FCEQN,143,FCEQN-6193,S,0,A,12/14/2011,2008
486,FCEQN,143,FCEQN-6113,S,0,A,12/12/2011,2008
487,FCEQN,147,FCEQN-5993,S,0,A,12/07/2011,2000
488,FCEQN,143,FCEQN-6074,S,0,A,12/12/2011,2008
489,FCEQN,172,FCEQN-5998,S,0,A,12/07/2011,2005
490,FCEQN,172,FCEQN-6072,S,0,A,12/12/2011,2005
491,FCEQN,172,FCEQN-6132,S,0,A,12/13/2011,2005
492,FCEQN,172,FCEQN-6086,S,0,A,12/12/2011,2005
493,FCEQN,147,FCEQN-6403,S,0,A,02/12/2012,2000
494,FCEQN,102,FCEQN-5887,S,0,A,12/03/2011,2011
495,FCEQN,104,FCEQN-5873,S,0,A,12/03/2011,2011
496,FCEQN,104,FCEQN-6084,S,0,A,12/12/2011,2011
497,FCEQN,172,FCEQN-6131,S,0,A,12/13/2011,2005
498,FCEQN,104,FCEQN-6025,S,0,A,12/11/2011,2011
499,FCEQN,102,FCEQN-6067,S,0,A,12/12/2011,2011
500,FCEQN,102,FCEQN-5922,S,0,A,12/04/2011,2011
501,FCEQN,172,FCEQN-6040,S,0,A,12/11/2011,2005
502,FCEQN,147,FCEQN-6155,S,0,A,12/13/2011,2000
503,FCEQN,147,FCEQN-5915,S,0,A,12/04/2011,2000
504,FCEQN,106,FCEQN-6481,S,0,A,04/18/2012,2012
505,FCEQN,102,FCEQN-6176,S,0,A,12/14/2011,2011
506,FCEQN,104,FCEQN-3406,S,0,A,04/21/2012,2011
507,FCEQN,102,FCEQN-6486,S,0,A,04/22/2012,2011
508,FCEQN,147,FCEQN-6487,S,0,A,04/22/2012,2000
509,FCEQN,101,FCEQN-6417,S,0,A,02/19/2012,2007
510,FCEQN,102,FCEQN-5950,S,0,A,12/05/2011,2011
511,FCEQN,172,FCEQN-5866,S,0,A,04/22/2012,2005
512,FCEQN,147,FCEQN-6273,S,0,A,12/17/2011,2000
513,FCEQN,147,FCEQN-6043,S,0,A,12/11/2011,2000
514,FCEQN,104,FCEQN-6210,S,0,A,12/14/2011,2011
515,FCEQN,143,FCEQN-6447,S,0,A,04/22/2012,2008
516,FCEQN,172,FCEQN-5303,S,0,A,04/22/2012,2005
517,FCEQN,147,FCEQN-5234,S,0,A,04/23/2012,2000
518,FCEQN,105,FCEQN-4582,S,0,A,04/09/2012,2008
519,FCEQN,105,FCEQN-1168,S,0,A,04/28/2012,2008
520,FCEQN,172,FCEQN-5930,S,0,A,12/05/2011,2005
521,FCEQN,172,FCEQN-6298,S,0,A,12/21/2011,2005
522,FCEQN,147,FCEQN-6488,S,0,A,05/07/2012,2000
523,FCEQN,147,FCEQN-6423,S,0,A,02/28/2012,2000
524,FCEQN,101,FCEQN-4749,N,0,A,04/20/2010,2007
525,FCEQN,102,944,N,1,A,04/02/1994,2005
526,FCEQN,102,FCEQN-4204,N,0,A,03/30/2009,2005
527,FCEQN,102,FCEQN-4891,N,0,P,04/20/2010,2005
528,FCEQN,103,5689,N,2,P,03/01/1991,2005
529,FCEQN,147,FCEQN-1992,N,1,A,02/08/2006,2000
530,FCEQN,172,FCEQN-4192,N,0,P,03/29/2009,2005
531,FCEQN,103,981,S,0,E,02/17/2008,2005
532,FCEQN,104,FCEQN-5543,S,0,A,12/14/2010,2011
533,FCEQN,102,FCEQN-5777,S,0,A,03/30/2011,2011
534,FCEQN,104,FCEQN-5244,S,0,A,12/05/2010,2011
535,FCEQN,104,FCEQN-5533,S,0,A,12/14/2010,2011
536,FCEQN,102,FCEQN-2369,S,1,A,12/04/2006,2011
537,FCEQN,104,FCEQN-5791,S,0,A,04/20/2011,2011
538,FCEQN,102,FCEQN-5796,S,0,A,04/23/2011,2011
539,FCEQN,102,FCEQN-1283,S,0,A,05/14/2005,2011
540,FCEQN,104,FCEQN-5266,S,0,A,12/06/2010,2011
541,FCEQN,104,FCEQN-5265,S,0,A,12/06/2010,2011
542,FCEQN,102,FCEQN-5131,S,0,A,11/29/2010,2011
543,FCEQN,104,FCEQN-5264,S,0,A,12/06/2010,2011
544,FCEQN,102,FCEQN-1665,S,0,A,12/18/2005,2011
545,FCEQN,104,FCEQN-5463,S,0,A,12/13/2010,2005
546,FCEQN,104,FCEQN-5525,S,0,A,12/14/2010,2011
547,FCEQN,102,FCEQN-5578,S,0,A,12/15/2010,2011
548,FCEQN,102,FCEQN-5340,S,0,A,12/11/2010,2011
549,FCEQN,102,FCEQN-3585,S,0,A,12/16/2007,2011
550,FCEQN,104,FCEQN-5186,S,0,A,12/04/2010,2011
551,FCEQN,104,3219,N,0,P,12/23/1997,2009
552,FCEQN,104,FCEQN-5182,S,0,A,12/01/2010,2011
553,FCEQN,102,FCEQN-4506,S,0,A,04/13/2009,2011
554,FCEQN,104,FCEQN-5257,S,0,A,12/06/2010,2011
555,FCEQN,102,FCEQN-4851,S,0,A,04/19/2010,2011
556,FCEQN,102,FCEQN-5166,S,0,A,12/01/2010,2011
557,FCEQN,104,FCEQN-5472,S,0,A,12/13/2010,2011
558,FCEQN,104,FCEQN-5465,S,0,A,04/04/2012,2011
559,FCEQN,102,FCEQN-5419,S,0,A,12/12/2010,2011
560,FCEQN,102,FCEQN-5411,S,0,A,12/12/2010,2011
561,FCEQN,102,FCEQN-5996,S,0,A,12/07/2011,2011
562,FCEQN,102,FCEQN-4184,S,0,A,03/05/2012,2011
563,FCEQN,102,FCEQN-6275,S,0,A,12/18/2011,2011
564,FCEQN,102,FCEQN-5920,S,0,A,12/04/2011,2011
565,FCEQN,102,FCEQN-6028,S,0,A,12/11/2011,2011
566,FCEQN,104,1687,S,0,A,02/18/2012,2011
567,FCEQN,104,FCEQN-5921,S,0,A,12/04/2011,2011
568,FCEQN,104,FCEQN-5868,S,0,A,11/30/2011,2011
569,FCEQN,104,FCEQN-6049,S,0,A,12/11/2011,2011
570,FCEQN,104,FCEQN-6031,S,0,A,12/11/2011,2011
571,FCEQN,104,FCEQN-6178,S,0,A,12/14/2011,2011
572,FCEQN,104,FCEQN-6097,S,0,A,12/12/2011,2011
573,FCEQN,102,1576,S,2,A,07/28/2001,2011
574,FCEQN,102,FCEQN-5130,S,0,A,11/29/2010,2011
575,FCEQN,102,FCEQN-5282,S,0,A,12/07/2010,2011
576,FCEQN,102,FCEQN-2771,S,0,A,02/05/2007,2005
577,FCEQN,102,FCEQN-4463,S,0,A,03/30/2011,2011
578,FCEQN,102,FCEQN-3648,S,0,A,03/26/2011,2011
579,FCEQN,102,FCEQN-3469,S,0,A,12/10/2007,2011
580,FCEQN,102,FCEQN-1555,S,1,A,12/06/2005,2011
581,FCEQN,102,FCEQN-5245,S,0,A,12/05/2010,2011
582,FCEQN,102,FCEQN-5466,S,0,A,12/13/2010,2011
583,FCEQN,104,FCEQN-5319,S,0,A,12/11/2010,2005
584,FCEQN,102,FCEQN-3781,S,0,A,12/22/2007,2011
585,FCEQN,104,FCEQN-5329,S,0,A,12/11/2010,2011
586,FCEQN,102,FCEQN-4206,S,0,A,03/30/2009,2011
587,FCEQN,102,FCEQN-5666,S,0,A,01/31/2011,2011
588,FCEQN,102,FCEQN-2914,S,0,A,02/20/2007,2011
589,FCEQN,102,FCEQN-4988,S,0,A,04/26/2010,2011
590,FCEQN,102,FCEQN-4551,S,0,A,04/14/2009,2011
591,FCEQN,102,FCEQN-2443,S,0,A,12/09/2006,2011
592,FCEQN,104,FCEQN-5345,S,0,A,12/11/2010,2011
593,FCEQN,104,FCEQN-5277,S,0,A,12/06/2010,2011
594,FCEQN,104,FCEQN-5261,S,0,A,12/06/2010,2011
595,FCEQN,104,FCEQN-5772,S,0,A,03/27/2011,2011
596,FCEQN,104,1057,S,1,A,02/19/2003,2011
597,FCEQN,104,FCEQN-3511,S,1,A,12/11/2007,2011
598,FCEQN,104,FCEQN-5221,S,0,A,12/05/2010,2011
599,FCEQN,104,FCEQN-1116,S,0,A,05/09/2005,2011
600,FCEQN,104,FCEQN-2411,S,0,A,03/09/2011,2011
601,FCEQN,104,FCEQN-895,S,0,A,03/09/2011,2011
602,FCEQN,104,FCEQN-630,S,0,A,03/27/2011,2011
603,FCEQN,104,FCEQN-733,S,0,A,03/07/2011,2011
604,FCEQN,102,FCEQN-3390,S,0,A,12/04/2007,2005
605,FCEQN,102,FCEQN-1351,S,0,A,05/15/2005,2005
606,FCEQN,104,FCEQN-5392,S,0,A,12/12/2010,2005
607,FCEQN,104,FCEQN-5623,S,0,A,12/19/2010,2005
608,FCEQN,102,FCEQN-4604,S,0,A,09/08/2009,2011
609,FCEQN,172,FCEQN-3529,S,1,A,12/12/2007,2005
610,FCEQN,104,3428,S,0,A,12/16/1996,2005
611,FCEQN,102,FCEQN-4182,S,0,A,03/29/2009,2011
612,FCEQN,147,6697,S,0,E,03/01/2000,2000
613,FCEQN,104,FCEQN-5333,S,0,A,12/11/2010,2011
614,FCEQN,104,FCEQN-5039,S,0,A,02/27/2011,2005
615,FCEQN,106,FCEQN-5663,S,0,A,04/23/2011,2012
616,FCEQN,106,FCEQN-5738,S,0,A,04/17/2011,2012
617,FCEQN,106,FCEQN-5112,S,0,A,04/27/2011,2012
618,FCEQN,106,FCEQN-5367,S,0,A,04/10/2011,2012
619,FCEQN,106,FCEQN-4193,S,0,A,03/29/2009,2012
620,FCEQN,106,5130,S,1,A,04/05/2010,2008
621,FCEQN,102,FCEQN-3682,S,0,A,12/18/2007,2005
622,FCEQN,102,FCEQN-3503,S,0,A,12/11/2007,2011
623,FCEQN,104,459,S,0,A,03/28/2012,2011
624,FCEQN,102,1666,S,0,A,02/14/1998,2005
625,FCEQN,104,FCEQN-4411,S,0,A,04/08/2009,2005
626,FCEQN,104,FCEQN-3456,S,0,A,02/22/2012,2012
627,FCEQN,102,1772,S,1,A,02/19/2003,2005
628,FCEQN,102,FCEQN-5628,S,0,A,12/19/2010,2005
629,FCEQN,104,FCEQN-5142,S,0,A,11/30/2010,2005
630,FCEQN,104,FCEQN-4832,S,0,A,04/19/2010,2005
631,FCEQN,106,FCEQN-5383,S,0,A,03/30/2011,2008
632,FCEQN,104,FCEQN-5286,S,0,A,12/07/2010,2011
633,FCEQN,106,FCEQN-4259,S,0,A,04/04/2009,2012
634,FCEQN,104,FCEQN-5784,S,0,A,04/13/2011,2005
635,FCEQN,102,FCEQN-2931,S,0,A,03/12/2011,2011
636,FCEQN,102,FCEQN-6003,S,0,A,03/09/2013,2011
637,FCEQN,143,FCEQN-5034,S,0,A,03/09/2013,2008
638,FCEQN,170,FCEQN-5010,S,0,A,03/09/2013,2005
639,FCEQN,104,FCEQN-5864,S,0,A,03/09/2013,2011
640,FCEQN,172,FCEQN-5616,S,0,A,03/10/2013,2005
641,FCEQN,143,FCEQN-5268,S,0,A,03/10/2013,2008
642,FCEQN,170,FCEQN-7229,S,0,A,03/10/2013,2005
643,FCEQN,104,1674,S,0,A,03/10/2013,2011
644,FCEQN,172,FCEQN-3438,S,0,A,03/10/2013,2005
645,FCEQN,147,FCEQN-3458,S,0,A,03/11/2013,2000
646,FCEQN,170,FCEQN-5015,S,0,A,03/12/2013,2005
647,FCEQN,143,FCEQN-4864,S,0,A,03/16/2013,2008
648,FCEQN,143,FCEQN-3534,S,0,A,03/16/2013,2008
649,FCEQN,143,FCEQN-5800,S,0,A,03/16/2013,2008
650,FCEQN,170,5222,S,0,A,03/20/2013,2005
651,FCEQN,104,728,S,0,A,03/20/2013,2011
652,FCEQN,101,FCEQN-6539,S,0,A,11/24/2012,2007
653,FCEQN,102,FCEQN-6538,S,0,A,11/24/2012,2011
654,FCEQN,102,FCEQN-7110,S,0,A,12/30/2012,2011
655,FCEQN,101,FCEQN-6574,S,0,A,11/26/2012,2007
656,FCEQN,102,FCEQN-6603,S,0,A,11/27/2012,2011
657,FCEQN,101,FCEQN-6106,S,0,A,03/23/2013,2007
658,FCEQN,106,FCEQN-7234,S,0,A,03/23/2013,2012
659,FCEQN,104,FCEQN-6053,S,0,A,03/23/2013,2011
660,FCEQN,104,FCEQN-6327,S,0,A,03/23/2013,2011
661,FCEQN,106,FCEQN-7049,S,0,A,12/18/2012,2012
662,FCEQN,104,FCEQN-6699,S,0,A,12/03/2012,2011
663,FCEQN,101,FCEQN-6969,S,0,A,12/15/2012,2007
664,FCEQN,102,FCEQN-5949,S,0,A,03/23/2013,2011
665,FCEQN,101,FCEQN-6975,S,0,A,12/15/2012,2007
666,FCEQN,101,FCEQN-6533,S,0,A,11/24/2012,2007
667,FCEQN,102,FCEQN-6550,S,0,A,11/25/2012,2011
668,FCEQN,101,FCEQN-7237,S,0,A,03/23/2013,2007
669,FCEQN,172,FCEQN-7238,S,0,A,03/25/2013,2005
670,FCEQN,104,FCEQN-5834,S,0,A,03/25/2013,2011
671,FCEQN,106,FCEQN-7204,S,0,A,02/09/2013,2012
672,FCEQN,172,FCEQN-4871,S,0,A,03/25/2013,2005
673,FCEQN,104,FCEQN-7052,S,0,A,12/18/2012,2011
674,FCEQN,102,FCEQN-5903,S,0,A,03/25/2013,2011
675,FCEQN,104,FCEQN-7236,S,0,A,03/23/2013,2011
676,FCEQN,105,FCEQN-2777,S,0,A,03/25/2013,2008
677,FCEQN,104,FCEQN-5829,S,0,A,03/17/2013,2011
678,FCEQN,147,FCEQN-7016,S,0,A,12/16/2012,2000
679,FCEQN,147,FCEQN-6568,S,0,A,11/25/2012,2000
680,FCEQN,147,FCEQN-6507,S,0,A,11/24/2012,2000
681,FCEQN,147,FCEQN-6499,S,0,A,11/24/2012,2000
682,FCEQN,172,FCEQN-7231,S,0,A,03/20/2013,2005
683,FCEQN,170,FCEQN-6618,S,0,A,11/28/2012,2005
684,FCEQN,172,FCEQN-7073,S,0,A,12/19/2012,2005
685,FCEQN,106,FCEQN-6700,S,0,A,12/03/2012,2012
686,FCEQN,143,FCEQN-6023,S,0,A,03/27/2013,2008
687,FCEQN,104,FCEQN-6626,S,0,A,11/28/2012,2011
688,FCEQN,104,FCEQN-6195,S,0,A,03/26/2013,2011
689,FCEQN,101,FCEQN-5471,S,0,A,03/27/2013,2007
690,FCEQN,106,1527,S,0,A,03/27/2013,2012
691,FCEQN,172,FCEQN-6947,S,0,A,12/12/2012,2005
692,FCEQN,172,FCEQN-7228,S,0,A,03/09/2013,2005
693,FCEQN,147,FCEQN-1112,S,0,A,12/04/2012,2000
694,FCEQN,170,FCEQN-3607,S,0,A,03/27/2013,2005
695,FCEQN,172,FCEQN-6612,S,0,A,11/27/2012,2005
696,FCEQN,143,FCEQN-5011,S,0,A,03/27/2013,2008
697,FCEQN,101,FCEQN-7156,S,0,A,02/04/2013,2007
698,FCEQN,102,FCEQN-5042,S,0,A,04/28/2010,2011
699,FCEQN,172,FCEQN-6775,S,0,A,12/05/2012,2005
700,FCEQN,172,FCEQN-7245,S,0,A,03/30/2013,2005
701,FCEQN,147,FCEQN-6719,S,0,A,12/03/2012,2000
702,FCEQN,102,FCEQN-6860,S,0,A,12/10/2012,2011
703,FCEQN,102,FCEQN-6606,S,0,A,11/27/2012,2011
704,FCEQN,101,FCEQN-6668,S,0,A,12/02/2012,2007
705,FCEQN,147,FCEQN-6927,S,0,A,12/12/2012,2000
706,FCEQN,106,FCEQN-7241,S,0,A,03/25/2013,2012
707,FCEQN,106,FCEQN-7240,S,0,A,03/25/2013,2012
708,FCEQN,143,FCEQN-6805,S,0,A,12/09/2012,2008
709,FCEQN,147,FCEQN-6730,S,0,A,12/04/2012,2000
710,FCEQN,102,FCEQN-6838,S,0,A,12/10/2012,2011
711,FCEQN,101,FCEQN-6816,S,0,A,12/09/2012,2007
712,FCEQN,172,FCEQN-6569,S,0,A,11/26/2012,2005
713,FCEQN,101,FCEQN-6587,S,0,A,11/26/2012,2007
714,FCEQN,101,FCEQN-6781,S,0,A,12/05/2012,2007
715,FCEQN,101,FCEQN-7028,S,0,A,12/17/2012,2007
716,FCEQN,102,FCEQN-6636,S,0,A,12/01/2012,2011
717,FCEQN,104,FCEQN-6643,S,0,A,12/01/2012,2011
718,FCEQN,101,FCEQN-6566,S,0,A,11/25/2012,2007
719,FCEQN,101,FCEQN-6515,S,0,A,11/24/2012,2007
720,FCEQN,106,FCEQN-7121,S,0,A,02/02/2013,2012
721,FCEQN,106,FCEQN-6902,S,0,A,12/11/2012,2012
722,FCEQN,101,FCEQN-6663,S,0,A,12/02/2012,2007
723,FCEQN,143,FCEQN-6680,S,0,A,12/02/2012,2008
724,FCEQN,147,FCEQN-7038,S,,A,12/17/2012,2000
725,FCEQN,147,FCEQN-7029,S,,A,12/17/2012,2000
726,FCEQN,102,FCEQN-6746,S,0,A,12/04/2012,2011
727,FCEQN,147,FCEQN-6518,S,0,A,11/24/2012,2000
728,FCEQN,147,FCEQN-6629,S,0,A,12/01/2012,2000
729,FCEQN,101,FCEQN-6645,S,0,A,12/01/2012,2007
730,FCEQN,106,FCEQN-6903,S,0,A,12/11/2012,2012
731,FCEQN,172,FCEQN-6742,S,0,A,12/04/2012,2005
732,FCEQN,104,FCEQN-6765,S,0,A,12/05/2012,2011
733,FCEQN,106,FCEQN-6979,,0,A,12/15/2012,2012
734,FCEQN,102,FCEQN-7247,,0,A,03/30/2013,2011
735,FCEQN,101,FCEQN-7246,S,0,A,03/30/2013,2007
736,FCEQN,106,FCEQN-6649,S,0,A,12/01/2012,2012
737,FCEQN,102,FCEQN-6839,S,0,A,12/10/2012,2011
738,FCEQN,147,FCEQN-6683,S,0,A,12/02/2012,2000
739,FCEQN,102,FCEQN-6802,S,0,A,12/09/2012,2011
740,FCEQN,147,FCEQN-6653,S,0,A,12/01/2012,2000
741,FCEQN,147,FCEQN-6978,S,0,A,12/15/2012,2000
742,FCEQN,147,FCEQN-6787,S,0,A,12/05/2012,2000
743,FCEQN,106,FCEQN-6847,S,0,A,12/10/2012,2012
744,FCEQN,147,FCEQN-6747,S,0,A,12/04/2012,2000
745,FCEQN,101,FCEQN-7170,S,0,A,02/06/2013,2007
746,FCEQN,101,FCEQN-6841,S,0,A,12/10/2012,2007
747,FCEQN,172,FCEQN-6631,S,0,A,12/01/2012,2005
748,FCEQN,172,FCEQN-6997,S,0,A,12/15/2012,2005
749,FCEQN,106,FCEQN-6671,S,0,A,12/02/2012,2012
750,FCEQN,147,FCEQN-7232,S,0,A,03/23/2013,2000
751,FCEQN,102,FCEQN-7235,S,0,A,03/23/2013,2011
752,FCEQN,101,FCEQN-6918,S,0,A,12/12/2012,2007
753,FCEQN,101,FCEQN-7076,S,0,A,12/19/2012,2007
754,FCEQN,147,FCEQN-7227,S,0,A,03/09/2013,2000
755,FCEQN,104,FCEQN-7233,S,0,A,03/23/2013,2011
756,FCEQN,101,FCEQN-6592,S,0,A,11/27/2012,2007
757,FCEQN,104,FCEQN-6623,S,0,A,11/28/2012,2011
758,FCEQN,106,FCEQN-6948,S,0,A,04/01/2013,2012
759,FCEQN,101,FCEQN-6909,S,0,A,12/12/2012,2007
760,FCEQN,147,FCEQN-7163,S,0,A,02/05/2013,2000
761,FCEQN,147,FCEQN-6696,S,0,A,12/02/2012,2000
762,FCEQN,172,FCEQN-6573,S,0,A,11/26/2012,2005
763,FCEQN,104,FCEQN-2385,S,0,A,04/01/2013,2011
764,FCEQN,172,FCEQN-6785,S,0,A,12/05/2012,2005
765,FCEQN,147,FCEQN-4931,S,0,A,04/24/2010,2000
766,FCEQN,147,FCEQN-4936,S,1,A,04/24/2010,2000
767,FCEQN,147,FCEQN-3311,S,0,N,12/02/2007,2000
768,FCEQN,172,FCEQN-6496,S,0,A,11/24/2012,2005
769,FCEQN,101,FCEQN-6615,S,0,A,11/28/2012,2007
770,FCEQN,172,FCEQN-6498,S,0,A,11/24/2012,2005
771,FCEQN,147,FCEQN-6718,S,0,A,12/03/2012,2000
772,FCEQN,172,FCEQN-6871,S,0,A,12/11/2012,2005
773,FCEQN,147,FCEQN-6641,S,0,A,12/01/2012,2000
774,FCEQN,106,FCEQN-6793,S,0,A,12/09/2012,2012
775,FCEQN,101,FCEQN-7175,S,0,A,02/06/2013,2007
776,FCEQN,147,FCEQN-6812,S,0,A,12/09/2012,2000
777,FCEQN,147,FCEQN-7122,S,0,A,02/02/2013,2000
778,FCEQN,143,FCEQN-7097,S,0,A,12/22/2012,2008
779,FCEQN,104,FCEQN-6769,S,0,A,12/05/2012,2011
780,FCEQN,101,FCEQN-6986,S,0,A,12/15/2012,2007
781,FCEQN,147,FCEQN-6557,S,0,A,11/25/2012,2000
782,FCEQN,172,FCEQN-6607,S,0,A,11/27/2012,2005
783,FCEQN,172,FCEQN-7250,S,0,A,04/01/2013,2005
784,FCEQN,101,FCEQN-6715,S,0,A,12/03/2012,
785,FCEQN,102,FCEQN-6879,S,0,A,12/11/2012,
786,FCEQN,172,FCEQN-6586,S,0,A,12/05/2012,2005
787,FCEQN,101,FCEQN-7159,S,0,A,04/01/2013,2007
788,FCEQN,102,FCEQN-6494,,0,A,11/24/2012,2011
789,FCEQN,106,FCEQN-6735,,0,A,12/04/2012,2012
790,FCEQN,104,FCEQN-6666,S,0,A,12/02/2012,2011
791,FCEQN,104,FCEQN-7167,S,0,A,02/05/2013,2011
792,FCEQN,104,FCEQN-6591,S,0,A,11/27/2012,2011
793,FCEQN,102,FCEQN-6540,S,0,A,11/24/2012,2011
794,FCEQN,102,FCEQN-7222,S,0,A,02/18/2013,2011
795,FCEQN,104,FCEQN-6919,S,0,A,12/12/2012,2011
796,FCEQN,104,FCEQN-6953,S,0,A,12/12/2012,2011
797,FCEQN,104,FCEQN-6766,S,0,A,12/05/2012,2011
798,FCEQN,106,FCEQN-6865,S,0,A,12/10/2012,2012
