,ua,insc,estado_civil,sit_lab_alumno,tipo_res_nuevo,sit_lab_padres,estudios_padres
394,FCEQN,FCEQN-5629,1.0,NC,-1.0,-1,-1.0
395,FCEQN,FCEQN-5632,1.0,NC,-1.0,-1,-1.0
396,FCEQN,FCEQN-5622,1.0,NC,-1.0,1,5.0
397,FCEQN,FCEQN-5255,1.0,NC,3.0,3,3.0
398,FCEQN,FCEQN-5531,1.0,NC,1.0,3,5.0
399,FCEQN,FCEQN-5567,1.0,NC,-1.0,3,5.0
400,FCEQN,FCEQN-5533,1.0,NC,-1.0,1,5.0
401,FCEQN,FCEQN-5639,1.0,NC,-1.0,-1,-1.0
402,FCEQN,FCEQN-5641,1.0,NC,-1.0,-1,-1.0
403,FCEQN,FCEQN-5642,1.0,NC,-1.0,-1,-1.0
404,FCEQN,FCEQN-5644,1.0,NC,2.0,3,3.0
405,FCEQN,FCEQN-5646,1.0,NC,-1.0,-1,-1.0
406,FCEQN,FCEQN-5648,1.0,NC,-1.0,-1,-1.0
407,FCEQN,FCEQN-5651,1.0,NC,2.0,1,5.0
408,FCEQN,FCEQN-5655,1.0,NC,2.0,3,5.0
409,FCEQN,FCEQN-5657,1.0,NC,1.0,3,5.0
410,FCEQN,FCEQN-5658,1.0,NC,2.0,1,5.0
411,FCEQN,FCEQN-5661,1.0,NC,-1.0,-1,-1.0
412,FCEQN,FCEQN-5662,1.0,NC,1.0,3,3.0
413,FCEQN,FCEQN-5663,1.0,NC,-1.0,-1,-1.0
414,FCEQN,FCEQN-5664,1.0,NC,-1.0,-1,-1.0
415,FCEQN,FCEQN-5665,1.0,NC,1.0,1,4.0
416,FCEQN,FCEQN-5667,1.0,NC,-1.0,-1,-1.0
417,FCEQN,FCEQN-5668,1.0,NC,1.0,3,7.0
418,FCEQN,FCEQN-5670,1.0,NC,-1.0,-1,-1.0
419,FCEQN,FCEQN-5671,1.0,NC,2.0,3,3.0
420,FCEQN,FCEQN-5672,1.0,NC,-1.0,-1,-1.0
421,FCEQN,FCEQN-5673,1.0,NC,2.0,3,5.0
422,FCEQN,FCEQN-5674,1.0,NC,1.0,3,4.0
423,FCEQN,FCEQN-5675,1.0,NC,2.0,1,7.0
424,FCEQN,FCEQN-5676,1.0,NC,2.0,1,7.0
425,FCEQN,FCEQN-5678,1.0,NC,-1.0,-1,-1.0
426,FCEQN,FCEQN-5681,1.0,NC,-1.0,-1,-1.0
427,FCEQN,FCEQN-5683,1.0,NC,1.0,1,4.0
428,FCEQN,FCEQN-5684,1.0,NC,1.0,3,3.0
429,FCEQN,FCEQN-5685,1.0,NC,-1.0,-1,-1.0
430,FCEQN,FCEQN-5687,1.0,NC,-1.0,-1,-1.0
431,FCEQN,FCEQN-5690,1.0,NC,-1.0,-1,-1.0
432,FCEQN,FCEQN-5691,1.0,NC,1.0,3,5.0
433,FCEQN,FCEQN-5692,1.0,NC,1.0,3,3.0
434,FCEQN,FCEQN-5693,1.0,NC,-1.0,-1,-1.0
435,FCEQN,FCEQN-5696,1.0,NC,-1.0,-1,-1.0
436,FCEQN,FCEQN-5698,1.0,NC,-1.0,-1,-1.0
437,FCEQN,FCEQN-5699,1.0,NC,-1.0,-1,-1.0
438,FCEQN,FCEQN-5701,1.0,NC,-1.0,-1,-1.0
439,FCEQN,FCEQN-5702,1.0,NC,1.0,3,3.0
440,FCEQN,FCEQN-5703,1.0,NC,-1.0,-1,-1.0
441,FCEQN,FCEQN-5707,1.0,NC,-1.0,-1,-1.0
442,FCEQN,FCEQN-5709,1.0,NC,-1.0,-1,-1.0
443,FCEQN,FCEQN-5710,1.0,NC,1.0,3,5.0
444,FCEQN,FCEQN-5711,1.0,NC,2.0,1,5.0
445,FCEQN,FCEQN-5712,1.0,NC,1.0,3,5.0
446,FCEQN,FCEQN-5714,1.0,NC,-1.0,-1,-1.0
447,FCEQN,FCEQN-5388,1.0,NC,-1.0,3,3.0
448,FCEQN,FCEQN-5715,1.0,NC,-1.0,-1,-1.0
449,FCEQN,FCEQN-5716,1.0,NC,-1.0,-1,-1.0
450,FCEQN,FCEQN-5719,1.0,NC,1.0,3,5.0
451,FCEQN,FCEQN-5721,1.0,NC,2.0,3,5.0
452,FCEQN,FCEQN-5724,1.0,NC,-1.0,-1,-1.0
453,FCEQN,FCEQN-5725,1.0,NC,-1.0,-1,-1.0
454,FCEQN,FCEQN-5726,1.0,NC,2.0,1,5.0
455,FCEQN,FCEQN-5727,1.0,NC,-1.0,-1,-1.0
456,FCEQN,FCEQN-5729,1.0,NC,-1.0,-1,-1.0
457,FCEQN,FCEQN-5730,1.0,NC,2.0,1,3.0
458,FCEQN,FCEQN-5731,1.0,NC,1.0,1,3.0
459,FCEQN,FCEQN-5732,1.0,NC,1.0,3,3.0
460,FCEQN,FCEQN-5735,1.0,NC,2.0,3,4.0
461,FCEQN,FCEQN-5737,1.0,NC,1.0,1,5.0
462,FCEQN,FCEQN-5740,1.0,NC,-1.0,-1,-1.0
463,FCEQN,FCEQN-5741,1.0,NC,-1.0,-1,-1.0
464,FCEQN,FCEQN-5742,1.0,NC,-1.0,-1,-1.0
465,FCEQN,FCEQN-5743,1.0,NC,1.0,1,3.0
466,FCEQN,FCEQN-5744,1.0,NC,1.0,3,5.0
467,FCEQN,FCEQN-5745,1.0,NC,2.0,1,3.0
468,FCEQN,FCEQN-5216,1.0,NC,1.0,3,3.0
469,FCEQN,FCEQN-5748,1.0,NC,1.0,3,3.0
470,FCEQN,FCEQN-5749,1.0,NC,2.0,3,3.0
471,FCEQN,FCEQN-5756,1.0,NC,1.0,-1,-1.0
472,FCEQN,FCEQN-5760,1.0,NC,1.0,3,3.0
473,FCEQN,FCEQN-5761,1.0,NC,-1.0,-1,-1.0
474,FCEQN,FCEQN-5763,1.0,NC,-1.0,-1,-1.0
475,FCEQN,FCEQN-5764,1.0,NC,-1.0,-1,-1.0
476,FCEQN,FCEQN-4682,1.0,Si,1.0,1,5.0
477,FCEQN,FCEQN-2645,1.0,NC,1.0,1,3.0
478,FCEQN,FCEQN-5765,1.0,NC,2.0,1,3.0
479,FCEQN,FCEQN-5766,1.0,NC,-1.0,-1,-1.0
480,FCEQN,FCEQN-3578,1.0,NC,1.0,-1,-1.0
481,FCEQN,FCEQN-5767,1.0,NC,1.0,3,3.0
482,FCEQN,FCEQN-1367,1.0,NC,4.0,1,3.0
483,FCEQN,4424,1.0,NC,-1.0,-1,-1.0
484,FCEQN,309,2.0,NC,1.0,1,3.0
485,FCEQN,FCEQN-444,1.0,NC,1.0,-1,-1.0
486,FCEQN,FCEQN-5413,1.0,NC,-1.0,-1,-1.0
487,FCEQN,FCEQN-5115,1.0,NC,2.0,-1,-1.0
488,FCEQN,FCEQN-5769,1.0,NC,1.0,-1,-1.0
489,FCEQN,FCEQN-3400,1.0,1,1.0,3,5.0
490,FCEQN,FCEQN-5739,1.0,NC,1.0,1,5.0
491,FCEQN,4683,1.0,NC,-1.0,-1,-1.0
492,FCEQN,FCEQN-5770,1.0,NC,1.0,1,7.0
493,FCEQN,989,1.0,NC,1.0,-1,-1.0
494,FCEQN,FCEQN-3005,1.0,No,1.0,3,5.0
495,FCEQN,FCEQN-5771,1.0,NC,1.0,1,5.0
496,FCEQN,FCEQN-5249,1.0,NC,2.0,1,5.0
497,FCEQN,FCEQN-5233,1.0,NC,2.0,1,7.0
498,FCEQN,FCEQN-5775,1.0,NC,2.0,3,4.0
499,FCEQN,FCEQN-5448,1.0,NC,1.0,1,4.0
500,FCEQN,FCEQN-5550,1.0,NC,-1.0,1,5.0
501,FCEQN,FCEQN-5645,1.0,NC,2.0,1,5.0
502,FCEQN,FCEQN-5109,1.0,NC,1.0,1,5.0
503,FCEQN,FCEQN-5411,1.0,NC,-1.0,1,3.0
504,FCEQN,FCEQN-5183,1.0,NC,2.0,3,4.0
505,FCEQN,FCEQN-5324,1.0,NC,2.0,1,5.0
506,FCEQN,FCEQN-5482,1.0,NC,1.0,1,5.0
507,FCEQN,FCEQN-5190,1.0,NC,2.0,1,7.0
508,FCEQN,FCEQN-5561,1.0,NC,-1.0,1,7.0
509,FCEQN,FCEQN-5152,1.0,NC,2.0,1,5.0
510,FCEQN,FCEQN-5494,1.0,NC,1.0,3,3.0
511,FCEQN,FCEQN-5653,1.0,NC,2.0,1,7.0
512,FCEQN,FCEQN-5650,1.0,NC,1.0,3,4.0
513,FCEQN,FCEQN-5433,1.0,NC,2.0,3,3.0
514,FCEQN,FCEQN-5722,1.0,NC,2.0,3,7.0
515,FCEQN,FCEQN-5454,1.0,NC,2.0,3,5.0
516,FCEQN,FCEQN-5334,1.0,NC,2.0,1,3.0
517,FCEQN,FCEQN-5120,1.0,NC,2.0,-1,-1.0
518,FCEQN,FCEQN-5384,1.0,NC,-1.0,-1,-1.0
519,FCEQN,FCEQN-5680,1.0,NC,1.0,1,4.0
520,FCEQN,FCEQN-5125,1.0,NC,1.0,3,6.0
521,FCEQN,FCEQN-5264,1.0,NC,2.0,3,3.0
522,FCEQN,FCEQN-5455,1.0,NC,2.0,1,3.0
523,FCEQN,FCEQN-5504,1.0,NC,2.0,-1,-1.0
524,FCEQN,FCEQN-5638,1.0,NC,2.0,1,4.0
525,FCEQN,FCEQN-5537,1.0,NC,-1.0,-1,-1.0
526,FCEQN,FCEQN-5428,1.0,NC,-1.0,1,5.0
527,FCEQN,FCEQN-5450,1.0,NC,1.0,3,3.0
528,FCEQN,FCEQN-5156,1.0,NC,-1.0,1,7.0
529,FCEQN,FCEQN-5123,1.0,NC,1.0,-1,-1.0
530,FCEQN,FCEQN-5432,1.0,NC,2.0,1,6.0
531,FCEQN,FCEQN-5613,1.0,NC,1.0,-1,-1.0
532,FCEQN,FCEQN-5505,1.0,NC,2.0,-1,-1.0
533,FCEQN,FCEQN-5590,1.0,NC,1.0,3,5.0
534,FCEQN,FCEQN-5708,1.0,NC,1.0,3,5.0
535,FCEQN,FCEQN-5266,1.0,NC,1.0,3,7.0
536,FCEQN,FCEQN-5778,1.0,NC,1.0,1,5.0
537,FCEQN,FCEQN-5746,1.0,NC,2.0,3,3.0
538,FCEQN,FCEQN-5456,1.0,NC,-1.0,1,5.0
539,FCEQN,FCEQN-5144,1.0,NC,2.0,3,5.0
540,FCEQN,FCEQN-5781,1.0,NC,-1.0,-1,-1.0
541,FCEQN,FCEQN-5782,1.0,NC,-1.0,-1,-1.0
542,FCEQN,FCEQN-5647,1.0,NC,2.0,1,5.0
543,FCEQN,FCEQN-5418,1.0,NC,2.0,1,5.0
544,FCEQN,FCEQN-5321,1.0,NC,-1.0,1,5.0
545,FCEQN,FCEQN-5319,1.0,NC,-1.0,-1,-1.0
546,FCEQN,FCEQN-5244,1.0,NC,3.0,1,5.0
547,FCEQN,FCEQN-5480,1.0,NC,-1.0,1,5.0
548,FCEQN,FCEQN-5717,1.0,NC,2.0,1,5.0
549,FCEQN,FCEQN-5623,1.0,NC,-1.0,1,5.0
550,FCEQN,FCEQN-5194,1.0,NC,2.0,1,5.0
551,FCEQN,FCEQN-5355,1.0,NC,2.0,3,5.0
552,FCEQN,FCEQN-5713,1.0,NC,1.0,1,5.0
553,FCEQN,FCEQN-5113,1.0,NC,1.0,3,5.0
554,FCEQN,FCEQN-5137,1.0,NC,2.0,-1,-1.0
555,FCEQN,FCEQN-4620,1.0,Si,1.0,5,3.0
556,FCEQN,FCEQN-4621,1.0,Si,1.0,5,3.0
557,FCEQN,FCEQN-5783,1.0,NC,1.0,3,5.0
558,FCEQN,FCEQN-5130,1.0,NC,1.0,1,5.0
559,FCEQN,FCEQN-5519,1.0,NC,-1.0,1,5.0
560,FCEQN,FCEQN-5723,1.0,NC,1.0,3,5.0
561,FCEQN,FCEQN-5518,1.0,NC,1.0,3,3.0
562,FCEQN,FCEQN-5517,1.0,NC,1.0,3,5.0
563,FCEQN,FCEQN-5787,1.0,NC,-1.0,-1,-1.0
564,FCEQN,FCEQN-5525,1.0,NC,1.0,1,5.0
565,FCEQN,FCEQN-5250,1.0,NC,2.0,3,5.0
566,FCEQN,FCEQN-5695,1.0,NC,1.0,1,7.0
567,FCEQN,FCEQN-5453,1.0,NC,2.0,1,5.0
568,FCEQN,FCEQN-5178,1.0,NC,1.0,1,5.0
569,FCEQN,FCEQN-5231,1.0,NC,-1.0,-1,-1.0
570,FCEQN,FCEQN-5457,1.0,NC,1.0,1,5.0
571,FCEQN,FCEQN-5595,1.0,NC,2.0,1,3.0
572,FCEQN,FCEQN-5598,1.0,NC,1.0,3,3.0
573,FCEQN,FCEQN-5408,1.0,NC,2.0,1,5.0
574,FCEQN,FCEQN-5633,1.0,NC,-1.0,1,5.0
575,FCEQN,FCEQN-5343,1.0,NC,2.0,1,5.0
576,FCEQN,FCEQN-5636,1.0,NC,1.0,1,4.0
577,FCEQN,FCEQN-5405,1.0,NC,-1.0,3,5.0
578,FCEQN,FCEQN-5402,1.0,NC,-1.0,3,5.0
579,FCEQN,FCEQN-5509,1.0,NC,1.0,-1,-1.0
580,FCEQN,FCEQN-5762,1.0,NC,1.0,3,4.0
581,FCEQN,FCEQN-5501,1.0,NC,1.0,3,5.0
582,FCEQN,FCEQN-5339,1.0,NC,1.0,1,5.0
583,FCEQN,FCEQN-5459,1.0,NC,1.0,3,6.0
584,FCEQN,FCEQN-5297,1.0,NC,1.0,-1,-1.0
585,FCEQN,FCEQN-5409,1.0,NC,2.0,3,5.0
586,FCEQN,FCEQN-5555,1.0,NC,-1.0,1,5.0
587,FCEQN,FCEQN-5720,1.0,NC,1.0,3,3.0
588,FCEQN,FCEQN-5463,1.0,NC,-1.0,1,7.0
589,FCEQN,FCEQN-5559,1.0,NC,1.0,1,5.0
590,FCEQN,FCEQN-5157,1.0,NC,1.0,3,3.0
591,FCEQN,FCEQN-5738,1.0,NC,1.0,3,5.0
592,FCEQN,FCEQN-5568,1.0,NC,1.0,3,5.0
593,FCEQN,FCEQN-5193,1.0,NC,-1.0,3,5.0
594,FCEQN,FCEQN-5549,1.0,NC,-1.0,1,3.0
595,FCEQN,FCEQN-5705,1.0,NC,1.0,1,4.0
596,FCEQN,FCEQN-5354,1.0,NC,2.0,1,5.0
597,FCEQN,FCEQN-5169,1.0,NC,-1.0,-1,-1.0
598,FCEQN,FCEQN-5551,1.0,NC,1.0,3,5.0
599,FCEQN,FCEQN-5404,1.0,NC,2.0,1,4.0
600,FCEQN,FCEQN-5790,1.0,NC,-1.0,-1,-1.0
601,FCEQN,FCEQN-5718,1.0,NC,2.0,1,5.0
602,FCEQN,FCEQN-5146,1.0,NC,2.0,3,5.0
603,FCEQN,FCEQN-5620,1.0,NC,2.0,3,5.0
604,FCEQN,FCEQN-5279,1.0,NC,-1.0,-1,-1.0
605,FCEQN,FCEQN-5467,1.0,NC,1.0,1,5.0
606,FCEQN,FCEQN-5340,1.0,NC,1.0,-1,-1.0
607,FCEQN,4687,2.0,NC,1.0,5,4.0
608,FCEQN,FCEQN-5262,1.0,NC,3.0,1,3.0
609,FCEQN,FCEQN-5489,1.0,NC,2.0,1,5.0
610,FCEQN,FCEQN-5682,1.0,NC,1.0,1,5.0
611,FCEQN,FCEQN-5397,1.0,NC,2.0,3,5.0
612,FCEQN,FCEQN-5593,1.0,NC,-1.0,1,7.0
613,FCEQN,FCEQN-5609,1.0,NC,1.0,3,5.0
614,FCEQN,FCEQN-5195,1.0,NC,2.0,1,5.0
615,FCEQN,FCEQN-5679,1.0,NC,1.0,1,4.0
616,FCEQN,FCEQN-5416,1.0,NC,2.0,1,5.0
617,FCEQN,428,1.0,NC,-1.0,-1,-1.0
618,FCEQN,FCEQN-5795,1.0,NC,2.0,-1,-1.0
619,FCEQN,FCEQN-5796,1.0,NC,-1.0,-1,-1.0
620,FCEQN,FCEQN-5521,1.0,NC,-1.0,3,5.0
621,FCEQN,FCEQN-5603,1.0,NC,1.0,1,7.0
622,FCEQN,FCEQN-5357,1.0,NC,2.0,1,5.0
623,FCEQN,FCEQN-5269,1.0,NC,1.0,1,7.0
624,FCEQN,FCEQN-5757,1.0,NC,1.0,1,3.0
625,FCEQN,FCEQN-5640,1.0,NC,2.0,1,7.0
626,FCEQN,FCEQN-5161,1.0,NC,-1.0,3,6.0
627,FCEQN,FCEQN-5799,1.0,NC,2.0,1,5.0
628,FCEQN,FCEQN-5330,1.0,NC,2.0,1,7.0
629,FCEQN,FCEQN-5630,1.0,NC,2.0,1,7.0
630,FCEQN,FCEQN-5220,1.0,NC,1.0,1,7.0
631,FCEQN,FCEQN-5111,1.0,NC,2.0,1,5.0
632,FCEQN,FCEQN-5750,1.0,NC,2.0,1,5.0
633,FCEQN,FCEQN-5295,1.0,NC,-1.0,-1,-1.0
634,FCEQN,FCEQN-5546,1.0,NC,3.0,3,3.0
635,FCEQN,FCEQN-5153,1.0,NC,2.0,3,5.0
636,FCEQN,FCEQN-5704,1.0,NC,1.0,3,4.0
637,FCEQN,FCEQN-5199,1.0,NC,-1.0,1,7.0
638,FCEQN,FCEQN-5248,1.0,NC,2.0,1,7.0
639,FCEQN,FCEQN-5205,1.0,NC,2.0,-1,-1.0
640,FCEQN,FCEQN-5635,1.0,NC,1.0,3,5.0
641,FCEQN,FCEQN-5606,1.0,NC,2.0,3,3.0
642,FCEQN,FCEQN-5179,1.0,NC,1.0,3,5.0
643,FCEQN,FCEQN-5182,1.0,NC,1.0,1,5.0
644,FCEQN,FCEQN-5292,1.0,NC,1.0,1,4.0
645,FCEQN,FCEQN-5112,1.0,NC,1.0,1,5.0
646,FCEQN,FCEQN-5495,1.0,NC,1.0,3,5.0
647,FCEQN,FCEQN-5803,1.0,NC,2.0,1,7.0
648,FCEQN,FCEQN-5614,1.0,NC,1.0,1,4.0
649,FCEQN,FCEQN-5804,1.0,NC,-1.0,-1,-1.0
650,FCEQN,FCEQN-2653,1.0,No,1.0,3,4.0
651,FCEQN,FCEQN-5352,1.0,NC,2.0,1,5.0
652,FCEQN,FCEQN-5230,1.0,NC,1.0,3,5.0
653,FCEQN,FCEQN-5483,1.0,NC,2.0,1,5.0
654,FCEQN,FCEQN-5805,2.0,NC,1.0,1,5.0
655,FCEQN,FCEQN-5446,1.0,NC,2.0,3,4.0
656,FCEQN,FCEQN-5436,1.0,NC,-1.0,3,7.0
657,FCEQN,FCEQN-5241,1.0,NC,1.0,3,5.0
658,FCEQN,FCEQN-5353,1.0,NC,-1.0,1,5.0
659,FCEQN,FCEQN-5625,1.0,NC,-1.0,-1,-1.0
660,FCEQN,4996,1.0,NC,1.0,4,5.0
661,FCEQN,FCEQN-5807,1.0,NC,1.0,1,5.0
662,FCEQN,FCEQN-5536,1.0,NC,2.0,1,5.0
663,FCEQN,FCEQN-5596,1.0,NC,1.0,-1,-1.0
664,FCEQN,1674,1.0,NC,2.0,1,5.0
665,FCEQN,FCEQN-5808,2.0,NC,1.0,1,5.0
666,FCEQN,FCEQN-5284,1.0,NC,2.0,1,3.0
667,FCEQN,FCEQN-5129,1.0,NC,2.0,3,5.0
668,FCEQN,FCEQN-4871,1.0,No,2.0,3,3.0
669,FCEQN,FCEQN-5514,1.0,NC,2.0,1,7.0
670,FCEQN,FCEQN-1652,1.0,NC,1.0,-1,-1.0
671,FCEQN,1382,1.0,NC,1.0,-1,-1.0
672,FCEQN,728,1.0,1,1.0,1,3.0
673,FCEQN,6816,1.0,NC,1.0,-1,-1.0
674,FCEQN,FCEQN-877,1.0,NC,1.0,-1,-1.0
675,FCEQN,FCEQN-1432,1.0,No,1.0,3,7.0
676,FCEQN,FCEQN-5312,1.0,NC,1.0,1,7.0
677,FCEQN,FCEQN-3969,1.0,No,1.0,3,5.0
678,FCEQN,FCEQN-4604,1.0,No,1.0,1,7.0
679,FCEQN,FCEQN-4521,1.0,Si,1.0,3,5.0
680,FCEQN,FCEQN-4867,1.0,Si,1.0,1,7.0
681,FCEQN,FCEQN-5396,1.0,NC,2.0,1,4.0
682,FCEQN,FCEQN-4931,1.0,No,1.0,1,7.0
683,FCEQN,FCEQN-5204,1.0,NC,2.0,1,5.0
684,FCEQN,FCEQN-5564,1.0,NC,1.0,3,5.0
685,FCEQN,FCEQN-1834,1.0,NC,2.0,-1,-1.0
686,FCEQN,FCEQN-5072,1.0,No,1.0,3,4.0
687,FCEQN,FCEQN-5566,1.0,NC,1.0,3,5.0
688,FCEQN,FCEQN-5010,1.0,No,1.0,1,3.0
689,FCEQN,FCEQN-5773,1.0,NC,2.0,3,7.0
690,FCEQN,FCEQN-3367,1.0,No,2.0,1,5.0
691,FCEQN,FCEQN-5342,1.0,NC,1.0,3,3.0
692,FCEQN,FCEQN-5485,1.0,NC,2.0,1,7.0
693,FCEQN,FCEQN-4184,1.0,Si,2.0,5,5.0
694,FCEQN,FCEQN-4446,1.0,Si,1.0,5,5.0
695,FCEQN,FCEQN-5451,1.0,NC,4.0,3,3.0
696,FCEQN,5103,3.0,NC,4.0,-1,-1.0
697,FCEQN,FCEQN-895,1.0,NC,1.0,-1,-1.0
698,FCEQN,FCEQN-5011,1.0,No,2.0,3,5.0
699,FCEQN,FCEQN-5142,1.0,NC,2.0,1,7.0
700,FCEQN,FCEQN-5391,1.0,NC,2.0,1,5.0
701,FCEQN,FCEQN-4980,1.0,No,1.0,3,3.0
702,FCEQN,FCEQN-5381,1.0,NO,1.0,4,3.0
703,FCEQN,FCEQN-5659,1.0,NC,2.0,3,3.0
704,FCEQN,FCEQN-5219,1.0,NC,-1.0,1,3.0
705,FCEQN,FCEQN-5398,1.0,NC,2.0,3,5.0
706,FCEQN,FCEQN-5421,1.0,NC,2.0,1,7.0
707,FCEQN,FCEQN-5792,1.0,NC,1.0,3,7.0
708,FCEQN,1687,1.0,NC,1.0,-1,-1.0
709,FCEQN,FCEQN-5777,1.0,NC,1.0,1,5.0
710,FCEQN,FCEQN-5272,1.0,NC,1.0,3,6.0
711,FCEQN,FCEQN-5812,2.0,NC,1.0,1,2.0
712,FCEQN,FCEQN-5814,1.0,NC,-1.0,-1,-1.0
713,FCEQN,FCEQN-5631,1.0,NC,4.0,1,5.0
714,FCEQN,FCEQN-5817,1.0,NC,-1.0,-1,-1.0
715,FCEQN,FCEQN-5818,1.0,NC,-1.0,-1,-1.0
716,FCEQN,FCEQN-5821,1.0,NC,-1.0,-1,1.0
717,FCEQN,FCEQN-5822,1.0,NC,-1.0,-1,-1.0
718,FCEQN,FCEQN-5824,1.0,NC,-1.0,-1,1.0
719,FCEQN,FCEQN-5827,1.0,NC,-1.0,-1,1.0
720,FCEQN,FCEQN-5828,1.0,NC,-1.0,-1,-1.0
721,FCEQN,FCEQN-5830,1.0,NC,-1.0,-1,-1.0
722,FCEQN,FCEQN-5831,1.0,NC,-1.0,-1,1.0
723,FCEQN,FCEQN-5837,1.0,NC,-1.0,-1,-1.0
724,FCEQN,FCEQN-5839,1.0,NC,-1.0,-1,-1.0
725,FCEQN,FCEQN-5841,1.0,NC,-1.0,-1,-1.0
726,FCEQN,FCEQN-5842,1.0,NC,-1.0,-1,-1.0
727,FCEQN,FCEQN-5844,1.0,NC,-1.0,-1,-1.0
728,FCEQN,FCEQN-5846,1.0,NC,-1.0,-1,1.0
729,FCEQN,FCEQN-5848,1.0,NC,-1.0,-1,1.0
730,FCEQN,FCEQN-5849,1.0,NC,-1.0,-1,-1.0
731,FCEQN,FCEQN-5850,1.0,NC,-1.0,-1,1.0
732,FCEQN,FCEQN-5851,1.0,NC,-1.0,-1,1.0
733,FCEQN,FCEQN-5852,1.0,NC,2.0,-1,-1.0
734,FCEQN,FCEQN-5853,1.0,NC,-1.0,-1,-1.0
735,FCEQN,FCEQN-5855,1.0,NC,-1.0,-1,1.0
736,FCEQN,FCEQN-5856,1.0,NC,-1.0,-1,1.0
737,FCEQN,FCEQN-5857,1.0,NC,-1.0,-1,-1.0
738,FCEQN,FCEQN-5858,1.0,NC,-1.0,-1,1.0
739,FCEQN,FCEQN-5860,1.0,NC,-1.0,-1,-1.0
740,FCEQN,FCEQN-5861,1.0,NC,-1.0,-1,1.0
741,FCEQN,FCEQN-5862,1.0,NC,2.0,-1,1.0
742,FCEQN,FCEQN-5863,1.0,NC,-1.0,-1,-1.0
743,FCEQN,FCEQN-5867,1.0,NC,-1.0,-1,1.0
744,FCEQN,FCEQN-5868,1.0,NC,-1.0,-1,1.0
745,FCEQN,FCEQN-5869,1.0,NC,-1.0,-1,-1.0
746,FCEQN,FCEQN-5870,1.0,NC,-1.0,-1,-1.0
747,FCEQN,FCEQN-5871,1.0,NC,-1.0,-1,-1.0
748,FCEQN,FCEQN-5872,1.0,NC,-1.0,-1,-1.0
749,FCEQN,FCEQN-5875,1.0,NC,-1.0,-1,-1.0
750,FCEQN,FCEQN-5876,1.0,NC,-1.0,-1,-1.0
751,FCEQN,FCEQN-5878,1.0,NC,-1.0,-1,-1.0
752,FCEQN,FCEQN-5880,1.0,NC,-1.0,-1,-1.0
753,FCEQN,FCEQN-5884,1.0,NC,-1.0,-1,-1.0
754,FCEQN,FCEQN-5885,1.0,NC,-1.0,-1,-1.0
755,FCEQN,FCEQN-5886,1.0,NC,-1.0,-1,1.0
756,FCEQN,FCEQN-5888,1.0,NC,-1.0,-1,1.0
757,FCEQN,FCEQN-5889,1.0,NC,-1.0,-1,1.0
758,FCEQN,FCEQN-5890,1.0,NC,-1.0,-1,1.0
759,FCEQN,FCEQN-5893,2.0,NC,-1.0,-1,1.0
760,FCEQN,FCEQN-5892,1.0,NC,-1.0,-1,1.0
761,FCEQN,FCEQN-5894,1.0,NC,-1.0,-1,-1.0
762,FCEQN,FCEQN-5895,1.0,NC,-1.0,-1,-1.0
763,FCEQN,FCEQN-5896,1.0,NC,-1.0,-1,-1.0
764,FCEQN,FCEQN-5898,1.0,NC,-1.0,-1,-1.0
765,FCEQN,FCEQN-5900,1.0,NC,-1.0,-1,1.0
766,FCEQN,FCEQN-5901,1.0,NC,-1.0,-1,1.0
767,FCEQN,FCEQN-5902,1.0,NC,-1.0,-1,-1.0
768,FCEQN,FCEQN-5905,1.0,NC,-1.0,-1,-1.0
769,FCEQN,FCEQN-5906,1.0,NC,-1.0,-1,1.0
770,FCEQN,FCEQN-5909,2.0,NC,-1.0,-1,-1.0
771,FCEQN,FCEQN-5910,1.0,NC,-1.0,-1,-1.0
772,FCEQN,FCEQN-5912,1.0,NC,-1.0,-1,-1.0
773,FCEQN,FCEQN-5913,1.0,NC,-1.0,-1,-1.0
774,FCEQN,FCEQN-5914,1.0,NC,-1.0,-1,1.0
775,FCEQN,FCEQN-5916,1.0,NC,-1.0,-1,-1.0
776,FCEQN,FCEQN-5921,1.0,NC,-1.0,-1,-1.0
777,FCEQN,FCEQN-5922,1.0,NC,-1.0,-1,-1.0
778,FCEQN,FCEQN-5927,1.0,NC,-1.0,-1,1.0
779,FCEQN,FCEQN-5930,1.0,NC,-1.0,-1,1.0
780,FCEQN,FCEQN-5934,1.0,NC,-1.0,-1,-1.0
781,FCEQN,FCEQN-5935,1.0,NC,-1.0,-1,-1.0
782,FCEQN,FCEQN-5937,1.0,NC,-1.0,-1,-1.0
783,FCEQN,FCEQN-5938,1.0,NC,-1.0,-1,-1.0
784,FCEQN,FCEQN-5939,1.0,NC,-1.0,-1,-1.0
785,FCEQN,FCEQN-5941,1.0,NC,-1.0,-1,-1.0
786,FCEQN,FCEQN-5942,1.0,NC,-1.0,-1,-1.0
787,FCEQN,FCEQN-5944,1.0,NC,-1.0,-1,-1.0
788,FCEQN,FCEQN-5947,1.0,NC,-1.0,-1,-1.0
789,FCEQN,FCEQN-5951,1.0,NC,-1.0,-1,-1.0
790,FCEQN,FCEQN-5952,1.0,NC,-1.0,-1,-1.0
791,FCEQN,FCEQN-5954,1.0,NC,-1.0,-1,1.0
792,FCEQN,FCEQN-5955,1.0,NC,-1.0,-1,1.0
